ds	provider	cpc
2015-10-04	LalaLand	136
2015-10-05	LalaLand	242
2015-10-07	BobTheBuilder	323
2015-10-06	BobTheBuilder	143
2015-10-10	OlidayInn	401
2015-10-11	TravelGuys	297
2015-10-01	LalaLand	156
2015-10-06	LalaLand	289
2015-10-07	BobTheBuilder	161
2015-10-10	TravelGuys	382
2015-10-01	LalaLand	295
2015-10-08	LalaLand	211
2015-10-01	BobTheBuilder	104
2015-10-11	OlidayInn	232
2015-10-05	OlidayInn	213
2015-10-06	OlidayInn	250
2015-10-03	TravelGuys	439
2015-10-09	OlidayInn	384
2015-10-11	LalaLand	114
2015-10-01	OlidayInn	398
2015-10-09	OlidayInn	439
2015-10-05	TravelGuys	162
2015-10-10	BobTheBuilder	128
2015-10-07	TravelGuys	142
2015-10-03	TravelGuys	438
2015-10-04	BobTheBuilder	466
2015-10-01	TravelGuys	101
2015-10-05	LalaLand	232
2015-10-09	TravelGuys	178
2015-10-08	OlidayInn	241
2015-10-03	LalaLand	378
2015-10-07	OlidayInn	240
2015-10-03	LalaLand	396
2015-10-03	BobTheBuilder	218
2015-10-11	TravelGuys	165
2015-10-05	OlidayInn	459
2015-10-02	OlidayInn	253
2015-10-10	OlidayInn	112
2015-10-06	OlidayInn	142
2015-10-07	TravelGuys	414
2015-10-04	LalaLand	213
2015-10-08	LalaLand	410
2015-10-11	BobTheBuilder	122
2015-10-09	BobTheBuilder	356
2015-10-10	OlidayInn	296
2015-10-08	OlidayInn	368
2015-10-02	OlidayInn	480
2015-10-05	BobTheBuilder	376
2015-10-11	LalaLand	404
2015-10-04	LalaLand	386
2015-10-10	TravelGuys	140
2015-10-11	LalaLand	261
2015-10-09	LalaLand	376
2015-10-03	TravelGuys	361
2015-10-12	LalaLand	202
2015-10-11	OlidayInn	299
2015-10-01	OlidayInn	422
2015-10-05	OlidayInn	177
2015-10-05	TravelGuys	250
2015-10-09	OlidayInn	371
2015-10-07	OlidayInn	404
2015-10-04	TravelGuys	230
2015-10-11	TravelGuys	491
2015-10-10	TravelGuys	179
2015-10-09	TravelGuys	314
2015-10-08	OlidayInn	168
2015-10-12	LalaLand	472
2015-10-05	BobTheBuilder	306
2015-10-09	OlidayInn	158
2015-10-04	TravelGuys	232
2015-10-05	TravelGuys	381
2015-10-09	LalaLand	283
2015-10-07	LalaLand	176
2015-10-08	LalaLand	188
2015-10-08	LalaLand	214
2015-10-06	BobTheBuilder	114
2015-10-08	LalaLand	251
2015-10-10	LalaLand	189
2015-10-06	BobTheBuilder	368
2015-10-10	OlidayInn	274
2015-10-08	OlidayInn	297
2015-10-05	OlidayInn	263
2015-10-09	TravelGuys	286
2015-10-12	OlidayInn	498
2015-10-11	BobTheBuilder	293
2015-10-06	BobTheBuilder	289
2015-10-02	LalaLand	151
2015-10-03	OlidayInn	311
2015-10-06	BobTheBuilder	166
2015-10-07	TravelGuys	410
2015-10-04	BobTheBuilder	494
2015-10-10	LalaLand	140
2015-10-08	OlidayInn	319
2015-10-02	TravelGuys	199
2015-10-04	LalaLand	218
2015-10-09	OlidayInn	278
2015-10-06	BobTheBuilder	412
2015-10-03	LalaLand	470
2015-10-10	BobTheBuilder	318
2015-10-10	BobTheBuilder	208
2015-10-06	TravelGuys	134
2015-10-02	BobTheBuilder	323
2015-10-07	LalaLand	193
2015-10-01	BobTheBuilder	170
2015-10-09	TravelGuys	339
2015-10-09	OlidayInn	444
2015-10-12	TravelGuys	481
2015-10-12	BobTheBuilder	423
2015-10-05	LalaLand	183
2015-10-07	OlidayInn	464
2015-10-02	LalaLand	119
2015-10-03	BobTheBuilder	144
2015-10-10	LalaLand	210
2015-10-08	LalaLand	241
2015-10-08	BobTheBuilder	390
2015-10-06	LalaLand	484
2015-10-02	OlidayInn	145
2015-10-12	BobTheBuilder	273
2015-10-09	OlidayInn	149
2015-10-11	LalaLand	287
2015-10-02	LalaLand	470
2015-10-08	BobTheBuilder	227
2015-10-05	LalaLand	308
2015-10-11	TravelGuys	293
2015-10-11	TravelGuys	318
2015-10-09	LalaLand	376
2015-10-12	BobTheBuilder	251
2015-10-05	OlidayInn	109
2015-10-11	OlidayInn	105
2015-10-07	TravelGuys	207
2015-10-01	BobTheBuilder	125
2015-10-07	BobTheBuilder	456
2015-10-02	OlidayInn	122
2015-10-10	OlidayInn	130
2015-10-11	OlidayInn	164
2015-10-08	OlidayInn	357
2015-10-11	TravelGuys	140
2015-10-08	TravelGuys	128
2015-10-07	LalaLand	419
2015-10-12	OlidayInn	140
2015-10-10	OlidayInn	418
2015-10-09	TravelGuys	164
2015-10-04	LalaLand	307
2015-10-07	BobTheBuilder	133
2015-10-07	LalaLand	229
2015-10-05	OlidayInn	490
2015-10-05	TravelGuys	159
2015-10-09	LalaLand	103
2015-10-11	OlidayInn	226
2015-10-08	LalaLand	153
2015-10-03	LalaLand	220
2015-10-02	TravelGuys	291
2015-10-03	TravelGuys	477
2015-10-05	BobTheBuilder	373
2015-10-12	OlidayInn	311
2015-10-12	BobTheBuilder	189
2015-10-09	TravelGuys	142
2015-10-06	OlidayInn	366
2015-10-06	LalaLand	253
2015-10-08	BobTheBuilder	429
2015-10-04	TravelGuys	232
2015-10-04	OlidayInn	240
2015-10-10	TravelGuys	142
2015-10-12	LalaLand	167
2015-10-06	BobTheBuilder	123
2015-10-09	LalaLand	429
2015-10-02	BobTheBuilder	354
2015-10-09	TravelGuys	460
2015-10-05	LalaLand	251
2015-10-10	OlidayInn	277
2015-10-07	LalaLand	123
2015-10-12	TravelGuys	311
2015-10-01	TravelGuys	281
2015-10-09	BobTheBuilder	324
2015-10-01	LalaLand	453
2015-10-06	BobTheBuilder	108
2015-10-04	OlidayInn	484
2015-10-04	TravelGuys	481
2015-10-02	LalaLand	114
2015-10-07	TravelGuys	449
2015-10-11	TravelGuys	152
2015-10-09	TravelGuys	341
2015-10-04	OlidayInn	377
2015-10-09	OlidayInn	197
2015-10-06	TravelGuys	316
2015-10-11	BobTheBuilder	451
2015-10-09	LalaLand	455
2015-10-10	OlidayInn	427
2015-10-03	OlidayInn	437
2015-10-01	BobTheBuilder	264
2015-10-06	BobTheBuilder	125
2015-10-04	LalaLand	442
2015-10-11	LalaLand	168
2015-10-03	TravelGuys	245
2015-10-02	LalaLand	254
2015-10-10	OlidayInn	354
2015-10-09	TravelGuys	387
2015-10-04	LalaLand	458
2015-10-05	BobTheBuilder	223
2015-10-05	TravelGuys	149
2015-10-01	BobTheBuilder	435
2015-10-01	LalaLand	463
2015-10-12	BobTheBuilder	199
2015-10-05	BobTheBuilder	177
2015-10-09	TravelGuys	397
2015-10-06	TravelGuys	274
2015-10-12	LalaLand	324
2015-10-09	OlidayInn	393
2015-10-04	OlidayInn	403
2015-10-09	TravelGuys	379
2015-10-04	TravelGuys	100
2015-10-02	OlidayInn	189
2015-10-11	TravelGuys	186
2015-10-02	LalaLand	341
2015-10-11	LalaLand	154
2015-10-10	TravelGuys	293
2015-10-06	OlidayInn	195
2015-10-11	TravelGuys	235
2015-10-01	TravelGuys	430
2015-10-12	LalaLand	178
2015-10-03	OlidayInn	461
2015-10-12	TravelGuys	396
2015-10-03	BobTheBuilder	346
2015-10-07	LalaLand	489
2015-10-01	OlidayInn	363
2015-10-01	TravelGuys	313
2015-10-03	TravelGuys	229
2015-10-11	TravelGuys	485
2015-10-09	LalaLand	147
2015-10-09	TravelGuys	461
2015-10-11	LalaLand	408
2015-10-04	LalaLand	278
2015-10-06	TravelGuys	448
2015-10-10	LalaLand	314
2015-10-02	OlidayInn	442
2015-10-09	TravelGuys	313
2015-10-11	BobTheBuilder	145
2015-10-02	LalaLand	131
2015-10-04	TravelGuys	493
2015-10-09	LalaLand	331
2015-10-06	BobTheBuilder	410
2015-10-01	TravelGuys	266
2015-10-12	OlidayInn	306
2015-10-02	BobTheBuilder	168
2015-10-05	LalaLand	118
2015-10-10	OlidayInn	495
2015-10-01	OlidayInn	216
2015-10-09	LalaLand	347
2015-10-07	OlidayInn	141
2015-10-12	OlidayInn	292
2015-10-09	BobTheBuilder	201
2015-10-10	LalaLand	442
2015-10-05	BobTheBuilder	140
2015-10-05	TravelGuys	466
2015-10-09	OlidayInn	191
2015-10-09	TravelGuys	395
2015-10-06	BobTheBuilder	378
2015-10-12	BobTheBuilder	411
2015-10-02	LalaLand	257
2015-10-10	LalaLand	119
2015-10-03	OlidayInn	205
2015-10-06	BobTheBuilder	405
2015-10-04	BobTheBuilder	310
2015-10-04	TravelGuys	158
2015-10-11	TravelGuys	267
2015-10-02	LalaLand	117
2015-10-03	OlidayInn	195
2015-10-10	LalaLand	498
2015-10-03	OlidayInn	239
2015-10-05	LalaLand	309
2015-10-10	LalaLand	234
2015-10-09	LalaLand	145
2015-10-06	LalaLand	432
2015-10-02	LalaLand	144
2015-10-11	LalaLand	132
2015-10-11	TravelGuys	392
2015-10-10	BobTheBuilder	161
2015-10-05	BobTheBuilder	260
2015-10-11	OlidayInn	492
2015-10-05	TravelGuys	295
2015-10-08	OlidayInn	191
2015-10-03	OlidayInn	309
2015-10-10	LalaLand	312
2015-10-09	LalaLand	185
2015-10-11	BobTheBuilder	413
2015-10-02	TravelGuys	300
2015-10-12	LalaLand	180
2015-10-05	TravelGuys	136
2015-10-08	LalaLand	258
2015-10-12	LalaLand	317
2015-10-06	LalaLand	340
2015-10-12	LalaLand	467
2015-10-12	OlidayInn	149
2015-10-11	LalaLand	295
2015-10-01	TravelGuys	329
2015-10-09	OlidayInn	349
2015-10-07	TravelGuys	196
2015-10-03	OlidayInn	172
2015-10-09	TravelGuys	497
2015-10-09	LalaLand	298
2015-10-06	TravelGuys	239
2015-10-10	LalaLand	434
2015-10-05	LalaLand	387
2015-10-04	TravelGuys	324
2015-10-06	TravelGuys	208
2015-10-05	BobTheBuilder	370
2015-10-01	TravelGuys	433
2015-10-07	TravelGuys	480
2015-10-01	BobTheBuilder	183
2015-10-05	OlidayInn	198
2015-10-04	LalaLand	331
2015-10-08	OlidayInn	200
2015-10-06	BobTheBuilder	454
2015-10-04	LalaLand	330
2015-10-12	LalaLand	155
2015-10-09	OlidayInn	301
2015-10-02	TravelGuys	187
2015-10-11	LalaLand	498
2015-10-06	BobTheBuilder	311
2015-10-08	OlidayInn	262
2015-10-07	LalaLand	214
2015-10-02	LalaLand	330
2015-10-04	OlidayInn	111
2015-10-03	BobTheBuilder	205
2015-10-02	OlidayInn	171
2015-10-03	LalaLand	490
2015-10-11	BobTheBuilder	269
2015-10-03	BobTheBuilder	192
2015-10-09	OlidayInn	375
2015-10-09	TravelGuys	177
2015-10-08	LalaLand	123
2015-10-07	BobTheBuilder	149
2015-10-02	LalaLand	315
2015-10-01	LalaLand	143
2015-10-03	TravelGuys	410
2015-10-07	TravelGuys	227
2015-10-01	BobTheBuilder	305
2015-10-07	LalaLand	131
2015-10-03	OlidayInn	373
2015-10-01	LalaLand	127
2015-10-06	OlidayInn	148
2015-10-01	LalaLand	238
2015-10-12	LalaLand	137
2015-10-08	LalaLand	455
2015-10-01	TravelGuys	144
2015-10-11	BobTheBuilder	415
2015-10-11	TravelGuys	481
2015-10-02	BobTheBuilder	153
2015-10-01	BobTheBuilder	385
2015-10-07	OlidayInn	433
2015-10-03	BobTheBuilder	444
2015-10-09	LalaLand	449
2015-10-10	TravelGuys	241
2015-10-03	OlidayInn	211
2015-10-12	LalaLand	104
2015-10-05	BobTheBuilder	293
2015-10-07	TravelGuys	162
2015-10-03	TravelGuys	377
2015-10-02	OlidayInn	478
2015-10-10	OlidayInn	263
2015-10-06	TravelGuys	436
2015-10-12	LalaLand	228
2015-10-11	LalaLand	404
2015-10-06	TravelGuys	217
2015-10-12	TravelGuys	122
2015-10-02	OlidayInn	299
2015-10-09	OlidayInn	471
2015-10-05	LalaLand	416
2015-10-02	OlidayInn	146
2015-10-11	TravelGuys	485
2015-10-06	TravelGuys	302
2015-10-01	LalaLand	113
2015-10-03	LalaLand	291
2015-10-05	TravelGuys	392
2015-10-03	BobTheBuilder	128
2015-10-04	OlidayInn	437
2015-10-02	OlidayInn	142
2015-10-08	TravelGuys	343
2015-10-03	BobTheBuilder	468
2015-10-02	LalaLand	357
2015-10-06	TravelGuys	471
2015-10-06	TravelGuys	179
2015-10-07	LalaLand	115
2015-10-08	LalaLand	440
2015-10-08	TravelGuys	183
2015-10-07	OlidayInn	255
2015-10-03	LalaLand	139
2015-10-12	OlidayInn	338
2015-10-12	TravelGuys	282
2015-10-02	LalaLand	320
2015-10-03	LalaLand	228
2015-10-08	LalaLand	161
2015-10-12	OlidayInn	468
2015-10-08	BobTheBuilder	143
2015-10-08	LalaLand	242
2015-10-04	BobTheBuilder	191
2015-10-01	BobTheBuilder	294
2015-10-01	TravelGuys	287
2015-10-01	OlidayInn	243
2015-10-02	OlidayInn	164
2015-10-02	OlidayInn	304
2015-10-08	OlidayInn	441
2015-10-04	OlidayInn	160
2015-10-05	LalaLand	261
2015-10-06	LalaLand	395
2015-10-08	OlidayInn	478
2015-10-05	TravelGuys	101
2015-10-04	TravelGuys	398
2015-10-03	LalaLand	414
2015-10-09	TravelGuys	301
2015-10-04	LalaLand	274
2015-10-10	OlidayInn	225
2015-10-12	TravelGuys	429
2015-10-01	OlidayInn	215
2015-10-05	OlidayInn	488
2015-10-09	LalaLand	462
2015-10-07	TravelGuys	418
2015-10-11	LalaLand	476
2015-10-06	LalaLand	390
2015-10-03	LalaLand	324
2015-10-01	OlidayInn	273
2015-10-10	BobTheBuilder	291
2015-10-10	BobTheBuilder	211
2015-10-12	BobTheBuilder	307
2015-10-03	LalaLand	128
2015-10-11	BobTheBuilder	421
2015-10-08	BobTheBuilder	414
2015-10-10	LalaLand	344
2015-10-04	BobTheBuilder	148
2015-10-12	LalaLand	224
2015-10-02	TravelGuys	316
2015-10-07	OlidayInn	102
2015-10-09	TravelGuys	199
2015-10-02	OlidayInn	497
2015-10-07	LalaLand	446
2015-10-02	BobTheBuilder	349
2015-10-01	TravelGuys	490
2015-10-02	BobTheBuilder	383
2015-10-08	TravelGuys	305
2015-10-08	LalaLand	218
2015-10-05	TravelGuys	365
2015-10-10	TravelGuys	144
2015-10-04	BobTheBuilder	402
2015-10-05	OlidayInn	242
2015-10-02	TravelGuys	248
2015-10-06	TravelGuys	180
2015-10-10	BobTheBuilder	389
2015-10-05	TravelGuys	447
2015-10-12	OlidayInn	417
2015-10-02	LalaLand	166
2015-10-08	TravelGuys	182
2015-10-04	TravelGuys	427
2015-10-01	TravelGuys	303
2015-10-07	OlidayInn	459
2015-10-03	TravelGuys	281
2015-10-09	OlidayInn	275
2015-10-06	OlidayInn	239
2015-10-11	LalaLand	352
2015-10-05	LalaLand	242
2015-10-01	TravelGuys	257
2015-10-06	LalaLand	131
2015-10-10	LalaLand	273
2015-10-06	BobTheBuilder	111
2015-10-12	TravelGuys	142
2015-10-08	TravelGuys	304
2015-10-10	OlidayInn	133
2015-10-12	TravelGuys	412
2015-10-11	TravelGuys	195
2015-10-10	LalaLand	318
2015-10-03	OlidayInn	132
2015-10-01	OlidayInn	146
2015-10-06	OlidayInn	382
2015-10-03	TravelGuys	330
2015-10-08	LalaLand	394
2015-10-02	LalaLand	205
2015-10-12	LalaLand	370
2015-10-07	LalaLand	100
2015-10-06	BobTheBuilder	185
2015-10-05	TravelGuys	238
2015-10-06	OlidayInn	279
2015-10-02	LalaLand	424
2015-10-04	TravelGuys	201
2015-10-07	OlidayInn	107
2015-10-11	LalaLand	376
2015-10-05	OlidayInn	165
2015-10-04	BobTheBuilder	103
2015-10-11	LalaLand	123
2015-10-04	TravelGuys	346
2015-10-11	BobTheBuilder	135
2015-10-01	TravelGuys	435
2015-10-03	LalaLand	354
2015-10-12	TravelGuys	463
2015-10-02	TravelGuys	185
2015-10-04	LalaLand	136
2015-10-09	OlidayInn	301
2015-10-02	OlidayInn	128
2015-10-05	BobTheBuilder	340
2015-10-09	LalaLand	256
2015-10-10	OlidayInn	446
2015-10-07	LalaLand	474
2015-10-10	BobTheBuilder	227
2015-10-02	LalaLand	236
2015-10-07	LalaLand	146
2015-10-01	TravelGuys	231
2015-10-07	OlidayInn	476
2015-10-04	LalaLand	404
2015-10-11	LalaLand	419
2015-10-06	TravelGuys	254
2015-10-04	TravelGuys	121
2015-10-07	TravelGuys	214
2015-10-05	TravelGuys	241
2015-10-05	OlidayInn	136
2015-10-12	BobTheBuilder	204
2015-10-09	OlidayInn	461
2015-10-11	OlidayInn	406
2015-10-03	TravelGuys	392
2015-10-03	TravelGuys	461
2015-10-02	BobTheBuilder	470
2015-10-05	LalaLand	321
2015-10-04	LalaLand	384
2015-10-09	BobTheBuilder	380
2015-10-04	LalaLand	425
2015-10-07	LalaLand	294
2015-10-11	TravelGuys	389
2015-10-08	TravelGuys	487
2015-10-05	BobTheBuilder	451
2015-10-08	BobTheBuilder	152
2015-10-12	OlidayInn	249
2015-10-10	TravelGuys	342
2015-10-03	BobTheBuilder	350
2015-10-05	BobTheBuilder	497
2015-10-03	LalaLand	324
2015-10-06	TravelGuys	136
2015-10-08	OlidayInn	172
2015-10-03	BobTheBuilder	261
2015-10-09	LalaLand	348
2015-10-01	BobTheBuilder	425
2015-10-08	LalaLand	429
2015-10-08	OlidayInn	197
2015-10-06	BobTheBuilder	141
2015-10-09	OlidayInn	425
2015-10-02	OlidayInn	463
2015-10-04	LalaLand	393
2015-10-07	OlidayInn	113
2015-10-09	OlidayInn	280
2015-10-09	OlidayInn	203
2015-10-01	OlidayInn	432
2015-10-09	LalaLand	150
2015-10-05	BobTheBuilder	428
2015-10-01	OlidayInn	401
2015-10-07	LalaLand	150
2015-10-09	LalaLand	443
2015-10-07	OlidayInn	411
2015-10-09	TravelGuys	225
2015-10-02	OlidayInn	494
2015-10-10	TravelGuys	487
2015-10-03	OlidayInn	467
2015-10-12	BobTheBuilder	174
2015-10-01	OlidayInn	272
2015-10-11	OlidayInn	296
2015-10-03	LalaLand	153
2015-10-04	BobTheBuilder	318
2015-10-09	OlidayInn	198
2015-10-01	OlidayInn	156
2015-10-03	OlidayInn	213
2015-10-12	OlidayInn	460
2015-10-01	OlidayInn	233
2015-10-01	TravelGuys	499
2015-10-07	TravelGuys	140
2015-10-05	TravelGuys	442
2015-10-10	BobTheBuilder	270
2015-10-12	OlidayInn	413
2015-10-01	OlidayInn	110
2015-10-05	LalaLand	498
2015-10-05	BobTheBuilder	277
2015-10-03	OlidayInn	393
2015-10-06	TravelGuys	172
2015-10-07	TravelGuys	380
2015-10-10	OlidayInn	485
2015-10-12	OlidayInn	280
2015-10-09	OlidayInn	199
2015-10-11	TravelGuys	376
2015-10-08	TravelGuys	481
2015-10-06	BobTheBuilder	161
2015-10-08	BobTheBuilder	373
2015-10-07	OlidayInn	428
2015-10-04	BobTheBuilder	233
2015-10-03	LalaLand	150
2015-10-04	OlidayInn	343
2015-10-05	TravelGuys	308
2015-10-06	OlidayInn	128
2015-10-11	BobTheBuilder	185
2015-10-07	OlidayInn	246
2015-10-07	OlidayInn	202
2015-10-01	LalaLand	205
2015-10-08	OlidayInn	458
2015-10-05	OlidayInn	334
2015-10-09	BobTheBuilder	168
2015-10-11	OlidayInn	401
2015-10-01	TravelGuys	264
2015-10-01	BobTheBuilder	413
2015-10-03	BobTheBuilder	230
2015-10-06	LalaLand	389
2015-10-11	TravelGuys	420
2015-10-05	OlidayInn	211
2015-10-04	LalaLand	302
2015-10-06	TravelGuys	248
2015-10-09	LalaLand	235
2015-10-10	BobTheBuilder	330
2015-10-09	LalaLand	319
2015-10-07	TravelGuys	425
2015-10-04	BobTheBuilder	375
2015-10-05	LalaLand	324
2015-10-06	BobTheBuilder	385
2015-10-08	BobTheBuilder	160
2015-10-01	BobTheBuilder	427
2015-10-07	OlidayInn	398
2015-10-11	LalaLand	444
2015-10-10	LalaLand	298
2015-10-09	OlidayInn	159
2015-10-10	OlidayInn	159
2015-10-10	OlidayInn	351
2015-10-11	TravelGuys	468
2015-10-08	OlidayInn	214
2015-10-05	TravelGuys	159
2015-10-02	LalaLand	182
2015-10-11	BobTheBuilder	352
2015-10-04	BobTheBuilder	166
2015-10-09	TravelGuys	386
2015-10-08	OlidayInn	423
2015-10-09	BobTheBuilder	251
2015-10-10	LalaLand	317
2015-10-08	OlidayInn	102
2015-10-07	TravelGuys	459
2015-10-11	OlidayInn	358
2015-10-07	OlidayInn	151
2015-10-04	TravelGuys	443
2015-10-06	TravelGuys	147
2015-10-02	BobTheBuilder	239
2015-10-05	TravelGuys	283
2015-10-07	BobTheBuilder	442
2015-10-05	TravelGuys	429
2015-10-09	TravelGuys	257
2015-10-03	LalaLand	218
2015-10-01	OlidayInn	411
2015-10-09	OlidayInn	361
2015-10-08	TravelGuys	188
2015-10-10	LalaLand	237
2015-10-02	OlidayInn	442
2015-10-11	OlidayInn	256
2015-10-04	OlidayInn	429
2015-10-11	TravelGuys	159
2015-10-08	TravelGuys	479
2015-10-03	OlidayInn	304
2015-10-03	OlidayInn	232
2015-10-09	TravelGuys	468
2015-10-08	TravelGuys	374
2015-10-04	BobTheBuilder	484
2015-10-09	BobTheBuilder	496
2015-10-03	BobTheBuilder	394
2015-10-08	BobTheBuilder	159
2015-10-02	BobTheBuilder	270
2015-10-05	BobTheBuilder	392
2015-10-06	TravelGuys	256
2015-10-05	OlidayInn	269
2015-10-01	OlidayInn	496
2015-10-08	OlidayInn	170
2015-10-11	OlidayInn	255
2015-10-02	LalaLand	343
2015-10-07	LalaLand	109
2015-10-01	BobTheBuilder	137
2015-10-03	BobTheBuilder	249
2015-10-11	TravelGuys	272
2015-10-11	LalaLand	246
2015-10-04	OlidayInn	138
2015-10-10	OlidayInn	311
2015-10-09	OlidayInn	242
2015-10-03	BobTheBuilder	348
2015-10-10	LalaLand	379
2015-10-11	TravelGuys	493
2015-10-07	BobTheBuilder	349
2015-10-01	LalaLand	327
2015-10-10	TravelGuys	436
2015-10-07	TravelGuys	341
2015-10-12	TravelGuys	145
2015-10-08	TravelGuys	404
2015-10-08	TravelGuys	229
2015-10-03	LalaLand	149
2015-10-01	OlidayInn	284
2015-10-05	OlidayInn	171
2015-10-03	LalaLand	165
2015-10-02	LalaLand	268
2015-10-10	LalaLand	173
2015-10-04	OlidayInn	163
2015-10-12	OlidayInn	177
2015-10-01	OlidayInn	206
2015-10-02	OlidayInn	181
2015-10-06	BobTheBuilder	118
2015-10-06	BobTheBuilder	152
2015-10-06	LalaLand	414
2015-10-04	OlidayInn	408
2015-10-10	OlidayInn	221
2015-10-11	BobTheBuilder	481
2015-10-06	OlidayInn	103
2015-10-08	LalaLand	434
2015-10-11	LalaLand	417
2015-10-05	TravelGuys	435
2015-10-05	LalaLand	404
2015-10-05	BobTheBuilder	215
2015-10-12	BobTheBuilder	191
2015-10-12	LalaLand	254
2015-10-12	BobTheBuilder	402
2015-10-11	TravelGuys	105
2015-10-02	LalaLand	413
2015-10-01	OlidayInn	264
2015-10-09	OlidayInn	353
2015-10-02	LalaLand	180
2015-10-10	OlidayInn	126
2015-10-05	OlidayInn	451
2015-10-02	BobTheBuilder	254
2015-10-07	OlidayInn	215
2015-10-07	TravelGuys	216
2015-10-05	TravelGuys	328
2015-10-08	LalaLand	219
2015-10-02	BobTheBuilder	120
2015-10-11	LalaLand	401
2015-10-09	BobTheBuilder	370
2015-10-07	LalaLand	244
2015-10-08	LalaLand	202
2015-10-04	BobTheBuilder	208
2015-10-10	LalaLand	143
2015-10-09	BobTheBuilder	113
2015-10-06	TravelGuys	103
2015-10-07	LalaLand	393
2015-10-06	OlidayInn	325
2015-10-01	OlidayInn	416
2015-10-05	TravelGuys	353
2015-10-02	TravelGuys	171
2015-10-07	OlidayInn	163
2015-10-11	BobTheBuilder	150
2015-10-02	OlidayInn	373
2015-10-09	TravelGuys	119
2015-10-09	OlidayInn	465
2015-10-04	OlidayInn	343
2015-10-03	LalaLand	441
2015-10-10	TravelGuys	298
2015-10-03	LalaLand	334
2015-10-04	TravelGuys	200
2015-10-09	OlidayInn	448
2015-10-06	TravelGuys	107
2015-10-12	LalaLand	494
2015-10-07	BobTheBuilder	276
2015-10-09	OlidayInn	258
2015-10-03	OlidayInn	457
2015-10-11	OlidayInn	344
2015-10-02	BobTheBuilder	136
2015-10-10	TravelGuys	451
2015-10-02	BobTheBuilder	484
2015-10-11	LalaLand	407
2015-10-08	TravelGuys	441
2015-10-05	TravelGuys	381
2015-10-08	LalaLand	479
2015-10-10	OlidayInn	224
2015-10-03	TravelGuys	149
2015-10-06	LalaLand	243
2015-10-02	TravelGuys	492
2015-10-06	OlidayInn	188
2015-10-05	LalaLand	119
2015-10-03	OlidayInn	234
2015-10-09	LalaLand	217
2015-10-06	BobTheBuilder	315
2015-10-04	BobTheBuilder	387
2015-10-06	TravelGuys	412
2015-10-03	TravelGuys	248
2015-10-06	OlidayInn	366
2015-10-12	TravelGuys	295
2015-10-12	OlidayInn	362
2015-10-02	OlidayInn	449
2015-10-01	OlidayInn	259
2015-10-12	TravelGuys	170
2015-10-09	OlidayInn	413
2015-10-07	LalaLand	131
2015-10-06	LalaLand	431
2015-10-03	BobTheBuilder	148
2015-10-08	LalaLand	217
2015-10-09	LalaLand	306
2015-10-01	TravelGuys	181
2015-10-03	TravelGuys	199
2015-10-01	LalaLand	362
2015-10-05	OlidayInn	278
2015-10-09	LalaLand	466
2015-10-10	BobTheBuilder	475
2015-10-10	OlidayInn	490
2015-10-07	TravelGuys	240
2015-10-04	OlidayInn	120
2015-10-06	LalaLand	337
2015-10-12	TravelGuys	250
2015-10-04	TravelGuys	111
2015-10-05	BobTheBuilder	335
2015-10-02	BobTheBuilder	286
2015-10-06	OlidayInn	278
2015-10-12	OlidayInn	184
2015-10-08	TravelGuys	165
2015-10-08	OlidayInn	214
2015-10-07	TravelGuys	282
2015-10-03	BobTheBuilder	312
2015-10-08	LalaLand	345
2015-10-04	OlidayInn	399
2015-10-06	TravelGuys	131
2015-10-07	LalaLand	324
2015-10-02	LalaLand	180
2015-10-09	BobTheBuilder	276
2015-10-07	BobTheBuilder	111
2015-10-04	TravelGuys	213
